Cross Lingual Text;Sentiment;
@Manjunath mtr tq bro;unknown_state;
ಇನ್ನು ಇಂಥ ಒಳ್ಳೆ ಸಾಂಗ್ಸ್ ಇದವೆ ಅಂತ ಗೊತ್ತಿಲ್ಲ ಸೂಪರ್ ಸಾಂಗ್ಸ್;Positive;
Super Song...;not-Kannada;
Mast mast song;Positive;
All the best fro ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ಸ್;Positive;
@P h Ahamad Bava ಅಣ್ಣ ಒಂದೆರಡು ಪದ ಬಿಟ್ಟು ಇನ್ನೂ ಉಳಿದ ಪದ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಇದೆ ಅಲ್ವಾ?;Mixed_feelings;
Let's pray;unknown_state;
ತುಂಬಾ ಚನ್ನಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ಮತ್ತು ನಿರೀಕ್ಷೆ ಹುಟ್ಟಿಸುವಂತಿದೆ. ಸಿನಿಮಾ ಬಿಡುಗಡೆಗೆ ಕಾಯುತ್ತೇವೆ. ಒಳ್ಳೆಯದಾಗಲಿ;Positive;
@Mahesh Babu ninu Kalasipalya Sule fan alwa;Negative;
E game yavadu bro;Mixed_feelings;
Spoon beesidava Rishab Shetty;Positive;
Like goskara ivella beka 🤦‍;Negative;
@prithvi nayak ನಿ ಷಂಡ;Negative;
Supar sir ravichandar Tara kantiddirara sir;Positive;
@Sujan Tejas bdj try j;unknown_state;
@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs ganchali jasti madbedaa  loffer;Negative;
@MOVIES BOX crct bro ಪೈಲ್ಸ್ ಮ್ಯಾನ್ ರನ್ನಿಂಗ್ ಸಕ್ಸಸ್ಫುಲ್ಲಿ ಇನ್ ಅನಸ್ (ಮುಕುಳಿ );Negative;
Hands up like madi;unknown_state;
O mareya ava chiranjeevi alla shaapa erutte;Negative;
Sooper pa Rakshit.  mukali haryanga talent paa nindu;Positive;
corrcet aghi baydidira doddhu hero thara adthare thu....;Positive;
music alli  eno diffirent kick ide;Positive;
Fans wars bittu Nam Kannada films belibeku annoru like madi..;unknown_state;
Tik Tok Banned Jolly Jolly  Jai Hind Jai Karnataka;not-Kannada;
All are fake;Negative;
super togari tippa;Positive;
Amruta kud dashte santosha kanla;Positive;
@prithvi nayak  ನಿನ್ ತುಲ್ಲುಗೆ ನನ್ ತುಣ್ಣಿ ಇಡ್ಲಿ;Negative;
Bahala varshada nantara Togari Tippa Hasya keli santosh aayitu  thank you for this video;Positive;
Hands up ಇದು ರಕ್ಷತ್ ಅವತಾರ;Mixed_feelings;
I am bigg fan prajwal sar fan. .....;not-Kannada;
Spirit of kannada;Mixed_feelings;
Super  Anna;Positive;
Hands up anno pada ide alva 🤔;Negative;
Hand up bro.... super agide bro Namma Kannada movie adre sumanena;Positive;
Nope i understood because im ಕನ್ನಡಿಗ;Mixed_feelings;
Slow poisoning song;unknown_state;
Mr naveen raj Yenu nim Uddesha??n Nanu D BOSS Fan;Mixed_feelings;
Kannada namma modala aadyathe aagirbeku;Positive;
Bye my virat;Mixed_feelings;
smarter than u ಮೊದ್ಲು ಕನ್ನಡ ಬಳಸಿ ಕನ್ನಡ ಲಿಪಿಯಲ್ಲೆ ಬರೆಯಿರಿ..nಕನ್ನಡವೇ ಸತ್ಯ ಕನ್ನಡವೇ ನಿತ್ಯ;Negative;
ಎರಡನೆ ಬಾಗ ಅಪ್ಲೋಡ್ ಮಾಡಿ;Positive;
Chillere rajakarana dailoge super;Negative;
1st ಶೋ ಅಷ್ಟೆ ಅಲ್ಲ;Mixed_feelings;
Ur super sir..but ಒಂದ hit movi kodi sir navu adakoskara kaetidivi....;Mixed_feelings;
Good news sir;not-Kannada;
ಹಂದಿಗಳ್ಯಾಕೆ youtube use ಮಾಡ್ತಿವೆ.....ndislike ಕೂಡ ಮಾಡ್ತಿವೆ..nnಇಂಥ ಸಾಂಗ್ dislike ಮಾಡೋರಿಗೆ ಎನ್ ಅನ್ಬೇಕು....;Negative;
ಎಲ್ಲಾ ಸರಿ ಗುರು;unknown_state;
Guru eno heludri but sakkatag heludri super guru;Mixed_feelings;
ಬಾಳ ಚಂದ ಐತ್ರಿ ಕಥಿ;Positive;
Spr bro;not-Kannada;
ravikumara k g howdhu;Mixed_feelings;
Hands up Idu kannada antha ninge helidavatu yaru 🤣🤣🤣;Positive;
Super song;not-Kannada;
ಡಿಬಾಸ್ ಭಕ್ತರ ಕಡೆಯಿಂದ   ಶುಭಾಶಯಗಳು;Positive;
Edhu  talent;Positive;
Sir raajakaranigala tappilla sir avru Mado plange Nam youths jaathi ad idu hodedaata maadi saaytiralla adu tappu sir yuvakaru sari idre hella sari iruthe politiciansge gothu sir naav Indians hege anta Nam Kachada buddi bittu Deshada bagge yochne madbeku WhatsApp university badlu skill improvement madodu nodbeku;Positive;
Super Jai D Boss;not-Kannada;
Rip dislikers;Negative;
So interesting film;not-Kannada;
Shanvi shreevastav bittu bere yav hugiru illa ankondidde;Mixed_feelings;
He he he..;unknown_state;
Super song Jai DBoss;Positive;
shambhu baligar superr;Positive;
Corona hesralli hospital nalli nadeethiro dandhe bagge vivarisi.... Viruss bandu manushyaru saaythaaro ilvo gotthilla aadre hospital bill keli manushya badhukodu kastavaagidhe.;Negative;
सर आप लोगो से निवेदन है आप छत्तीसगढ़ मध्य्प्रदेश इस तरफ़ खुद की टाकीज खरीद लीजिये जिसमे सिर्फ साउथ की डब मूवी ही चलेगी आपसे रिक्वेस्ट है आप पैसा इन्वेस्ट करके दिखे छत्तीसगढ़ दुर्ग में तरुण बिग सिनेमा खाली हो रहा है आप दुर्ग में इन्वेस्ट कर सकते है nफिर क्या आप लोग धीरे धीरे पूरे हर जिलों में 1 सिनेमा घर आप अलॉट करते जाना फिर देखना आपकी हर मूवी को हम देख सकते है और अच्छा बिजनेस भी कर सकेगी;not-Kannada;
This real jai krishna krishna;not-Kannada;
All The Best For D Boyzzzzzz;not-Kannada;
nanu Attidini climax nalli;unknown_state;
ನನ್ನ ಮನೆಗೆ ಬಂದಿದ್ದ full party ಮಾಡಿದ್ವಿ ಇದನ್ನು update ಮಾಡಿ brother;unknown_state;
Sir. Movie bagge eradu matilla. Adre ivatu multiplex jasti agi bittive. Rate kooda bhayankara. Ondu nominal price idre hogbahudu. Tumba janru kooda primenalli;Negative;
Delete hadru nanu downloade made;Negative;
Sir nimge anatha anatha dhanyavadhagalu;Positive;
Hats off sir nim Swabhimana and karya nishtege thumba Santhosha agutte sir nimg olle arogya success kodli antha devralli bedkothivi Munde niv natiso Ella cinemagalu uttama pradarshana padiyali;Positive;
Nim matanna kadime madi pubg sceans kadime madi...;Mixed_feelings;
100 present super bro;not-Kannada;
ಪ್ರಜ್ವಲ್ ಸರ್ ನಟಿಸಿರುವ ಜಂಟಲ್ ಮ್ಯಾನ್ ಚಿತ್ರದ ಟ್ರೈಲರ್ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಆಲ್ ದ ಬೆಸ್ಟ್ ಜೆಂಟಲ್ ಮ್ಯಾನ್ ಚಿತ್ರ ತಂಡದವರಿಗೆnಇಷ್ಟ ಇದ್ರೆ ನಮ್ಮ ದೌಲತ್ ಕಿರುಚಿತ್ರದ ಫಸ್ಟ್ ಲುಕ್ ನೋಡಿ ಕೆಳಗೆ ಲಿಂಕ್ ಕೊಟ್ಟಿದ್ದೇವೆn;Positive;
Dis like hakorge ond math hekok esta padthini nimig esta agilla andre sumne erbod alva yak sumne dislike hakthira ... Ade bere bhashed est kacchada edru like hakthira alva nimmanthor erodrindane Kannada movies ast hesru madtha illa ...;Negative;
See #2 on trending .;Positive;
ಶಂಕರ್ ಅಶ್ವಥ್ ರೊಂದಿಗೆ ಅತ್ಯಂತ ಸುಂದರವಾದ ಸಂದರ್ಶನ;Positive;
Song superrrrr bro;not-Kannada;
@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲಗೆ 7ಅಪ್ ತುರ್ಕಾ;Mixed_feelings;
Bega movie release madrappa ...buildup amele kodi;Positive;
Super my fevaret  thanks thaku soo mucha  ee janpadh hashy hakedhke shambhu bhalligar avarege kote kote ondhanegallu pls inodhu nuchen malaya edhe alla adhan hakepa pls;Positive;
ಶಂಕರ್ ಅಶ್ವಥ್ ಸಾರ್;unknown_state;
ನಮಸ್ಕಾರಗಳು ಗುರುಗಳೇ;Positive;
Anjali Devi hi;not-Kannada;
ಕೆಲಸ ಬೇಕಾnCall to 8546903696;unknown_state;
ಟ್ರೈಲರ್ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆnಜೈ ಡಿ ಬಾಸ್.......;Positive;
Yen chindhi Anna neenu 🤣🤣🤣🤣🤣🤣🤣;Positive;
Jai rakshith shetty;Positive;
D Boss abimanigala kadeyinda avne srimannarayana chitrakke all the best;Positive;
Rakshit shetty bro;not-Kannada;
Dina hodante e song na hava kuda hecchagtide annoru like madi;Positive;
ಕನ್ನಡವನ್ನು ಇನ್ನೊಂದು ಹಂತಕ್ಕೆ ಕೊಂಡೊಯ್ಯುವುದರಲ್ಲಿ ಸಂದೇಹವೇ ಇಲ್ಲ...nರಶ್ಮಿಕ ಕಕ್ಕ ಅವರೇ ನೋಡಿ ಉರ್ಕೊಳ್ಳಿ;Positive;
En heldhe guru;Positive;
#ERROR!;not-Kannada;
ಸೂಪರ್ ತೂಗರಿ ತಿಪ್ಪ;Positive;
ಕೆಲವರು ಟಿಕ್ ಟಾಕ್ ಅಲ್ಲಿ ಫಿಲಂ ಡೈಲಾಗ್ಸ್ ಮಿಕ್ಸ್ ಮಾಡಿ ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ಎಪಿಜೆ ಅಬ್ದುಲ್ ಕಲಾಂ ಜಿ ಥರ ಆಡ್ತಾರೆ ಅವರನ್ನ ಹೀಗೆ ಬಿಟ್ಟಿದ್ದರೆ ಕಲಿಯುಗದ ಸರ್ವಜ್ಞ  ಹಾಗಿ   ಬಿಡುತ್ತಿದ್ದರು  ಥ್ಯಾಂಕ್ಯೂ ಮೋದಿಜಿ ಟಿಕ್ ಟಾಕ್ ಬ್ಯಾನ್ ಮಾಡಿದ್ದಕ್ಕೆ.;Negative;
ನಿಮ್ಮ ಕನ್ನಡ ಬಳಕೆ ತುಂಬಾ ಸೊಗಸಾಗಿದೆ.. ಈ ಸಿನಿಮಾ ಕುರಿತು  ನೀವು ಹೇಳಿದ ಮಾತುಗಳೆಲ್ಲವು ಅಕ್ಷರಶಃ ನಿಜ. ನಿರ್ದೇಶಕರ ಸೃಜನಶೀಲತೆ ಹಾಗೂ ಕಲಾತ್ಮಕತೆ ಎರಡೂ ತರ್ಕಕ್ಕೆ ನಿಲುಕದ್ದು;Negative;
Im fanof rakshit shetty;Mixed_feelings;
kfi is not for single person;unknown_state;
Super guru snLlnLlnnL;unknown_state;
Idu Charitre srustiso avatara ......ASN;Positive;
Togari tippa super story;Positive;
ಹೇ ಕಥೆ ಕತೇನೇ ಮಗ nಅಂಬೇಡ್ಕರ್ ಯಾರು ಗೋತಾ ಅದು nನೀವ್ ಹೇಳ್ತೀರಲ್ಲ ಕಲಿಯುಗ..ದೊರೆ  ದೊರೆ ನೇ ಇದು ಕರ್ನಾಟಕದಲ್ಲಿ nDPS ಕರ್ನಾಟಕ ದಲಿತ ಪ್ರಜಾ ಸೇನೆಯ ಸಾರಥಿಗಳು;Negative;
Making is osum;not-Kannada;
My favorite  song;not-Kannada;
@10 R Amma akka antha baiyokke ellrugu baruthe.. nim manelu hengsru iddare hushaaru;Negative;
Correct alva guru nin mathu 100 sathya;Positive;
Jai D boss;not-Kannada;
Pakka nim movie gellisutteve ##jai Kiccha boss;Positive;
Bhai kgf 2 kab ayegi;not-Kannada;
Super bro nim nice and dialogue bro🤣;Positive;
Why kannadigas not supporting kannada movies. .;not-Kannada;
Climax Swalpa Change madbekittu...;Negative;
Yar guru ninu.....super;Positive;
Super guru. Chinage huttida sooleaklige saryagi hugididiya;Negative;
I like mindrika;Positive;
Bro super super🥰🥰🥰;not-Kannada;
Unique talent of kannada;not-Kannada;
@Ŕävîñđŕå_02_GøWđřú ನಿಮ್ಮ ಅಕ್ಕುನ್ ಒನ್ ನೈಟ್ ಕಲ್ಸು bgm;Negative;
His gun is like a flair gun;unknown_state;
ನಿರ್ಮಾಪಕರೇ ನಿಮ್ಮ ಅಕೌಂಟ್ ನಂಬರ್ ಕೊಡಿ ನಿಮ್ಮ account gge amount akabeku;Mixed_feelings;
My favourite singer VP Sir;Positive;
Y boss yaro sade;Negative;
Olle kelsa madudru ban madi......  2020 li idonde gudnews;Positive;
ಅರ್ಜುನ janya e music director na nodi kali;Positive;
Vijay Prakash;unknown_state;
ದಿನಕ್ಕೆ ಹತ್ತು ಗಿಂತ ಎಚ್ಚಗಿ ನೋಡ್ತಾ ಇದೀನಿ ಮಸ್ತ್ ಇದೆ ಬ್ಯಾಗ್ರೌಂಡ್ ಮ್ಯೂಸಿಕ್ ಚಿಂದಿ ಚಿತ್ರಾನ್ನ;Positive;
ನಾನು ತುಂಬಾ ಚಿಕ್ಕವನಿದ್ದಾಗಲೂ ನಾನು ಶಂಭು ಬಳಿಗಾರ ರವರ ಅಭಿಮಾನಿ...ಈಗಲೂ ಇವರ ಧ್ವನಿಯಲ್ಲಿ ಕಥೆ ಕೇಳಿ...25 ವರ್ಷಗಳ ಹಿಂದೆ ಕರೆದೊಯ್ದು.. ಬಿಟ್ಟರು ನಮ್ಮನ್ನು;Mixed_feelings;
ಏಳ ನಿನ್ ಅಕ್ಕುನ್ ತಿಕಾ ನ ಕೈಯಾ;Negative;
@prithvi nayak ನಿಮ್ಮ ಅಕ್ಕುನ್ ಮಿಂಡ ನಾನೆ;Negative;
Movie chindi chitranna best movie ever;Positive;
ನಾನು ೨೫ ವರ್ಶದ ಹಿಂದೆ ಕೇಳಿದೆ ಬಹಳ ಚೆನ್ನಾಗಿದೆ;Positive;
Spr kannadiga 🤘🤘;not-Kannada;
Nan nodidini mobile li;unknown_state;
Jai. Creative kanadiga;not-Kannada;
U r great sir;not-Kannada;
ಸರ್ bigg boss house ಗೆ ಹೋಗಿ ನೀವೇ ಗೆಲ್ತಿರಾ 🥺;Mixed_feelings;
Modi ji gamana kodi namma sath nemage ide;Mixed_feelings;
Namma shetty hava shuru;Positive;
Super  bro;not-Kannada;
Culprit @ 3;unknown_state;
@Mahesh 13 Karnataka dalle bere bhashe movie nodor jaasthi aagidare;Mixed_feelings;
Oooo super sir;not-Kannada;
Hands up  with ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ;Mixed_feelings;
ಸಕ್ಕತಾಗಿ ಹೇಳಿದ್ಯಾ ಗುರು;Positive;
ಹಾಡು ಯಾರಿಗೆ ಇಷ್ಟ ಆಯ್ತು Handsup ‍;Positive;
huligesh S Santoo H;not-Kannada;
Super singer vijay Prakash sar;Positive;
Yena editing guru;Mixed_feelings;
Sir albede life enjoy madbedi Mahabharata odi;Positive;
Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi;unknown_state;
@Saathwik H R aadru avrige loss illa bron production house avru cleanaagi agreement maadkobeku alvaaa brooooo.....;Mixed_feelings;
Anjali Devi hi;not-Kannada;
Mysore maharajara bagge hemme inda helidralla tumba chennagittu.;Positive;
Good comment bro....nContinue ......;not-Kannada;
ಅಪ್ಪು ಸರ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಶುಭವಾಗಲಿ;Positive;
ತೋ ಗರಿ  ತಿಪ್ಪಾ ಸೂಪರ;Positive;
Sie good eveninig;not-Kannada;
ಟ್ರೈಲರ್ ನೋಡುದ್ರೆ ಕ್ಯುರ್ಯಾಸಿಟಿ ತುಂಬಾ ಇದೆ ಸಿನಿಮಾ ನೋಡಬೇಕು ಚೆನಾಗಿರುತ್ತೆ ಅಂತ ಭಾವಿಸ್ತಿನಿ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಯಶ್ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ಕಡೆಯಿಂದ;Positive;
ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಸಂಗೀತ ಮತ್ತೊಮ್ಮೆ ಅವನ ರೂಪದಲ್ಲಿ ಹುಟ್ಟಿತುnಯಾರ್ ಅವನು🤔?nಅವನೇ ನಮ್ಮ ಲೋಕನಾಥ🤩 ಅಜನೀಶ್..nMusic blasted;Positive;
Hwdu guru alredy 30 sala nodidini;Positive;
Jai d boss;Positive;
@Avinashdada kichcha sari bidu nimamman kalsu keydu ningobba chik balegaran hutsi kalsthivi avnu nim bale serskondu ella ottige Kai thattivranthe signal alli enanthira bale pans now bale pans reaction hakro steppu;Negative;
ಥೂ ನಿಮ್ಮ ಮೊದಲು ನಮ್ಮ ದೇಶ ನಮ್ಮ ದೇಶಕ್ಕೋಸ್ಕರ ಬದುಕಿ  ಚೀನಾದವರ ನೀವು  ಚೀನಾದ ಅವರಿಗೋಸ್ಕರ ಬದುಕಬೇಡಿ ನಮ್ ದೇಶ ನಮ್ ನಾಡನ್ನು ಬೆಳೆಸಿ ಮೊದಲು;Negative;
I love you Dia..;Positive;
BoLi Maklu ee tara videos nu dislike maadtare;Negative;
@Praveen Kumar jaathi naayi banthu helu;Negative;
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರಾ..........;Positive;
totally nimmamman shaata;Negative;
Ee  boli maklige deshakoskara1 app delete madakkaglilla;Negative;
@King of King yako istond urkond saytiyA burnal achko;Negative;
ಒಳ್ಳೆ ಸಂದೇಶ ಸರ್ tq;Positive;
E video nodi Namma desha e stiti nodi bejar aytu nBangarada akki agidda bharatakke e paristi barabaradittu;Negative;
Solid song making;not-Kannada;
Why you only tik tok anno akka sumne erma ni;Negative;
Tik tok ban agiddu;Positive;
Movie quality superb;not-Kannada;
Superbb movie osm evthu movie nodied super;Positive;
Anna canagi helidira;Positive;
Super  song;Positive;
Superb song n video;Positive;
Yes bro nanu Chinese apps galna delete madidhini . E thara innu jasti video madi bro . E thara good message viedio madthairi;Positive;
Idu charitre shrushtiso avatara;Positive;
ನನಗೆ. ಯಾದೀಮೇ. ಶಾದೀ.ಹಾಡುಗಳು.ಬೇಕಾಗೀವೇ;unknown_state;
Bro nivu super;Positive;
@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲಿಗೆ;Negative;
St super Dr but kutanalli kutapa songs  net nalli Ella plz nahu kelbekku sr;Positive;
shambu baligar sir superrrrrrrr;not-Kannada;
Corona dhinda theatre Alli cinema nodokke aaglilla maga. Mathhe nodthini. Cinema direction  adbutha madidya.;Positive;
Just wow;Positive;
Jai prajvalnJai d boss;Mixed_feelings;
Nannu nimma fan sir;Positive;
Yake jana ogtila andre bec of telegram app bec yala movie galu 1 week ge sigtide yalrugu phone ale nodtidare.tuu itara ole cinimas na yaru ogi nodtilwala anode bejaruu.ban the telegram appnPlzz;Negative;
Super song sir;not-Kannada;
6) vijaya devarakonda;unknown_state;
Love u team;Positive;
Basavaraj Marennavar McCartney;not-Kannada;
ಎಂಥೆಂಥದೋ ಡಬ್ಬಾ ಹಾಡುಗಳಿಗೆ ನೂರು-ಇನ್ನೂರು ಮಿಲಿಯನ್ ಗಟ್ಟಲೆ ವಿಕ್ಷಣೆ ಆಗ್ತಾವೆ...ಆದರೆ ಇಂಥಹ ಚೆನ್ನಾಗಿರೋ ಹಾಡಿಗೆ ಮೂರು ದಿನಗಳಾದ್ರೂ ೨ ಮಿಲಿಯನ್ ಆಗ್ತಿಲ್ಲ ಅಂದ್ರೆ...ನಮ್ ಜನ ಇಲ್ಲಿನ;Positive;
@Manjunath mtr in;unknown_state;
Bokka d boss ke. D boss andre druva boss onde.;Mixed_feelings;
En guru nim video ge fan agode aitu nimge namma kade inda subscribe;Positive;
Sexyyy song nHindi elroooo;Negative;
@Asha Asha wc;unknown_state;
ಮೊಸರು ನನ್ನ ಮಗನ ಫಸ್ಟ್ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ ಮತ್ತೆ ಈ ಟಿಕ್ ಟಾಕ್ ಸೂಳೆಮಕ್ಕಳು ನ ತಿಕಹೊಡಿ ಬ್ರೋ;Negative;
hai gaya husharaytha;Positive;
ತೊಗರಿ ತಿಪ್ಪ ಸ್ಟೋರಿ ಹಿಂದೆ ಟೇಪ್ ರೆಕಾರ್ಡನಲ್ಲಿ ಕ್ಯಾಸೆಟ್ ಹಾಕಿ ಕೇಳಿದ ನೆನಪನ್ನು ಮರುಕಳಿಸಿದ ಅಶ್ವೀನಿ ಆಡಿಯೋದವರಿಗೆ ಧನ್ಯವಾದಗಳು...;Positive;
ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮೂಡಿಬಂದಿದೆ ಶುಭವಾಗಲಿ ಪ್ರಜ್ವಲ್ ಭಾಯ್....ಡಿ ಬಾಸ್ ಭಕ್ತ...;Positive;
@VARAPRASAD K K soole magne avrige Bari jaati fabsallo Ella jaatilu fans idaare neen heldyalla jaati naayi antha pakka gawda kano naanu nin Amman soole magne neenu as darshan naydu jaati irbeku  dagaar dagaar dam dam dagaar soole maga darshan;Negative;
Super sir 🥰;not-Kannada;
Making supper...... Amazing...;not-Kannada;
ಸರ್ ಇದನ್ನ ನಮ್ಮ ಕಲ್ಪನೆ ಸಿನಿಮಾ;Positive;
ದಯವಿಟ್ಟು ನನ್ನ ಎಲ್ಲಾ ಕನ್ನಡಿಗರಲ್ಲಿ ಒಂದು ವಿನಂತಿ;Mixed_feelings;
Super Anna enu ugiri chanagi;Mixed_feelings;
ಗುರು ಏನ್ editing;Mixed_feelings;
D boss fanzzz;Mixed_feelings;
W h e r e  i s  H i n d i ! !;not-Kannada;
Ayyo  devre    en  comedy  madtira  neevu  hage  voice  sprb;Positive;
Mmmgyhvb video ⏭;not-Kannada;
ನಮ್ಮ ದೇಶದ ರಾಜಕಾರಣಿಗಳು ಚಿಲ್ಲರೆಗಳು ನಿಜಕ್ಕು ಸತ್ಯ;Positive;
As a D BOSS fan i support all kannada actors & Kannada movies;Positive;
ಈ ಚಲನಚಿತ್ರವನ್ನು ನೋಡಿದ ನಂತರ;unknown_state;
ಸರ್ ದಯವಿಟ್ಟು Red FM ನಲ್ಲಿ  ನಿಮ್ಮ ಹೆಸರು ಏನಿತ್ತು ಹೇಳಿ....ನಾನು Red FM ಯಾವತ್ತೂ ಕೇಳ್ತೀನಿ....n ನಾಗರಾಜ್ or ವರುಣ್ ???n    Pls Admin let me know....;Mixed_feelings;
Super duper..Film    Bust of luck... Prajval Devaraja..... Darling..   Days..;Positive;
@Nandi Parthasarathi ನಿ ಹಾದರಗಿತ್ತಿ;unknown_state;
Heroine ge jamba ella;Negative;
@Krishna Tirividi yes support all kannada cinema;Mixed_feelings;
ಉಪೇಂದ್ರ avra Thara ide direction;Positive;
@Karna all 3 r good!!;not-Kannada;
Super navu chikvara idaga kelta idavi super childhood memories;Positive;
Super song;not-Kannada;
Cuz ee film single screens alli thumba kade release aagilla.... multiplexs alli release aagidee...idu ond reason;Negative;
ODEYA movie ginta ee movie super annoru like madi...;Mixed_feelings;
Bro super vedio;not-Kannada;
I like you guru;not-Kannada;
Super my favorite song;Positive;
Nivu heliddu ondu ondu maathu  sathyanee;Positive;
@Rajesh Rao bari inta comments maadkond koothkoli....thuu inta cinema na kannadadalli prothsaha maadilla anta naachike aagbeku;Negative;
HINDI walo nLike pelo;not-Kannada;
Super bro.. Allobba yarigu gottagde hage already gadduge yerikuttidda. nnAvne Srimanarayana;Positive;
ಸರ್ ನಿಮ್ಮಲ್ಲಿ ಕೇಳಿಕೊಳ್ಳೋದು ಇಷ್ಟೆ nಭಾರತವನ್ನು ಮುನ್ನಡೆಸುವ ಜವಾಬ್ದಾರಿ ನಮ್ಮೆಲ್ಲರದಾಗಿದೆ ಅದಕ್ಕಾಗಿ ಸರ್ inspire ವಿಡಿಯೋಗಳು ಯಾವ್ತರ ಯಾವುದರಲ್ಲಿ ಬೆಳೆಯಬೇಕು ಅನ್ನೋದು ಒಂದು ವಿಡಿಯೋ ಮಾಡಿ ಸರ್ ಪ್ಲೀಸ್. Mi ranga ಬಳ್ಳಾರಿnಈ ಕರೋನ ದಲ್ಲಿ ಎಂದು ಯಾವ ತರ ಬೆಳಿಬೇಕು ಅನ್ನೋದು ವಿಡಿಯೋ ಮಾಡಿ ಸರ್ ಪ್ಲೀಸ್;Positive;
