,Unnamed: 0,Sentiment,Cross_Lingual_Text,Processed_text,Translated_text,FULL_kannada
3266,3266,1,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
3267,3267,1,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
3268,3268,1,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ಎರಡನೇ ಕನ್ನಡದ ಕನಸುಗಾರ,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ಎರಡನೇ ಕನ್ನಡದ ಕನಸುಗಾರ,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ಎರಡನೇ ಕನ್ನಡದ ಕನಸುಗಾರ,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ಎರಡನೇ ಕನ್ನಡದ ಕನಸುಗಾರ
3269,3269,1,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
3270,3270,1,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
3271,3271,1,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
3272,3272,1,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
3273,3273,1,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
3274,3274,1,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
3275,3275,1,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
3276,3276,1,basavaraj tambak artha madbeku movie na movie thara nodbeku,basavaraj tambak artha madbeku movie na movie thara nodbeku,ಬಸವರಾಜ್ ಟ್ಯಾಮ್ಬ್ಯಾಕ್ ಅರ್ಥ ಮಾಡಬೇಕು ಮೂವಿ ನ ಮೂವಿ ಥರ ನೋಡ್ಬೇಕು,ಬಸವರಾಜ್ ಟ್ಯಾಮ್ಬ್ಯಾಕ್ ಅರ್ಥ ಮಾಡಬೇಕು ಮೂವಿ ನ ಮೂವಿ ಥರ ನೋಡ್ಬೇಕು
3277,3277,0,Worst movie. artane illa. 1 concept kuda illa.,Worst movie artane illa 1 concept kuda illa,ವರ್ಸ್ಟ್ ಮೂವಿ ಅರ್ತನೆ ಇಲ್ಲ ೧ ಕಾನ್ಸೆಪ್ಟ್ ಕೂಡ ಇಲ್ಲ,ವರ್ಸ್ಟ್ ಮೂವಿ ಅರ್ತನೆ ಇಲ್ಲ ೧ ಕಾನ್ಸೆಪ್ಟ್ ಕೂಡ ಇಲ್ಲ
3278,3278,0,basavaraj tambak lol  Peddha,basavaraj tambak lol Peddha,ಬಸವರಾಜ್ ತಂಬಾಕು ಲಾಲ್ ದೊಡ್ಡದು,ಬಸವರಾಜ್ ತಂಬಾಕು ಲಾಲ್ ದೊಡ್ಡದು
3279,3279,2,Simple star aata kalthkonde akadake bandirodu really doddlekka,Simple star aata kalthkonde akadake bandirodu really doddlekka,ಸಿಂಪಲ್ ಸ್ಟಾರ್ ಆತ ಕಲ್ತಚ್ಕೊಂಡೆ ಅಕಾಡಕೆ ಬಂದಿರೋದು ರಿಯಲಿ ದೊದ್ದಲೆಕ್ಕ,ಸಿಂಪಲ್ ಸ್ಟಾರ್ ಆತ ಕಲ್ತಚ್ಕೊಂಡೆ ಅಕಾಡಕೆ ಬಂದಿರೋದು ರಿಯಲಿ ದೊದ್ದಲೆಕ್ಕ
3280,3280,1,Boss nivu Rashmi kinta jasthi belibeku,Boss nivu Rashmi kinta jasthi belibeku,ಬಾಸ್ ನೀವು ರಶ್ಮಿ ಕಿಂತ ಜಾಸ್ತಿ ಬೆಳೀಬೇಕು,ಬಾಸ್ ನೀವು ರಶ್ಮಿ ಕಿಂತ ಜಾಸ್ತಿ ಬೆಳೀಬೇಕು
3281,3281,1,Ameer Humza beldhaythu bro 🥰,Ameer Humza beldhaythu bro ,ಅಮೀರ ಹುಂಜಾ ಬೆಲ್ಧಯತು ಬರೋ,ಅಮೀರ ಹುಂಜಾ ಬೆಲ್ಧಯತು ಬರೋ
3282,3282,1,Super movie nim movie all time record agbeku  uppi fans,Super movie nim movie all time record agbeku uppi fans,ಸೂಪರ್ ಮೂವಿ ನಿಮ್ ಮೂವಿ ಆಲ್ ಟೈಮ್ ರೆಕಾರ್ಡ್ ಆಗ್ಬೇಕು ಉಪ್ಪಿ ಫ್ಯಾನ್ಸ್,ಸೂಪರ್ ಮೂವಿ ನಿಮ್ ಮೂವಿ ಆಲ್ ಟೈಮ್ ರೆಕಾರ್ಡ್ ಆಗ್ಬೇಕು ಉಪ್ಪಿ ಫ್ಯಾನ್ಸ್
3283,3283,1,ಈ ಹಾಡು ಕೇಳಲು ತುಂಬ ಚೆನ್ನಾಗಿದೆ,ಈ ಹಾಡು ಕೇಳಲು ತುಂಬ ಚೆನ್ನಾಗಿದೆ,ಈ ಹಾಡು ಕೇಳಲು ತುಂಬ ಚೆನ್ನಾಗಿದೆ,ಈ ಹಾಡು ಕೇಳಲು ತುಂಬ ಚೆನ್ನಾಗಿದೆ
3284,3284,1,Sema Padam nnFantastic making,Sema Padam nnFantastic making,ಸೀಮಾ ಪದಮ್ ಅದ್ಭುತ ಮೇಕಿಂಗ್ ಆಗಿದೆ,ಸೀಮಾ ಪದಮ್ ಅದ್ಭುತ ಮೇಕಿಂಗ್ ಆಗಿದೆ
3288,3288,1,ನನಗೆ ಈ ಹಾಡಿನಲ್ಲಿ ಜಾಸ್ತಿ ಇಷ್ಟ ಆಗಿದ್ದು ಕನ್ನಡ ಸಾಹಿತ್ಯ ಮತ್ತು ಹಿನ್ನೆಲೆ ಸಂಗೀತ ಅತೀ ಮುಖ್ಯವಾಗಿ ಅವನ ಗತ್ತು ಮತ್ತು ನಟನೆ,ನನಗೆ ಈ ಹಾಡಿನಲ್ಲಿ ಜಾಸ್ತಿ ಇಷ್ಟ ಆಗಿದ್ದು ಕನ್ನಡ ಸಾಹಿತ್ಯ ಮತ್ತು ಹಿನ್ನೆಲೆ ಸಂಗೀತ ಅತೀ ಮುಖ್ಯವಾಗಿ ಅವನ ಗತ್ತು ಮತ್ತು ನಟನೆ,ನನಗೆ ಈ ಹಾಡಿನಲ್ಲಿ ಜಾಸ್ತಿ ಇಷ್ಟ ಆಗಿದ್ದು ಕನ್ನಡ ಸಾಹಿತ್ಯ ಮತ್ತು ಹಿನ್ನೆಲೆ ಸಂಗೀತ ಅತೀ ಮುಖ್ಯವಾಗಿ ಅವನ ಗತ್ತು ಮತ್ತು ನಟನೆ,ನನಗೆ ಈ ಹಾಡಿನಲ್ಲಿ ಜಾಸ್ತಿ ಇಷ್ಟ ಆಗಿದ್ದು ಕನ್ನಡ ಸಾಹಿತ್ಯ ಮತ್ತು ಹಿನ್ನೆಲೆ ಸಂಗೀತ ಅತೀ ಮುಖ್ಯವಾಗಿ ಅವನ ಗತ್ತು ಮತ್ತು ನಟನೆ
3289,3289,3,Any Hubli Hudga Here,Any Hubli Hudga Here,ಎನಿ ಹುಬ್ಬಳ್ಳಿ ಹುಡ್ಗ ಹಿಯರ್,ಎನಿ ಹುಬ್ಬಳ್ಳಿ ಹುಡ್ಗ ಹಿಯರ್
3290,3290,0,Thuu nachike annodhe elwa yella vishaya galu bare joke madkonde erthiralla ... loo change aagro ennu time edhe,Thuu nachike annodhe elwa yella vishaya galu bare joke madkonde erthiralla loo change aagro ennu time edhe,ಥುಕ್ ನಾಚಿಕೆ ಅನ್ನೋದೇ ಇಲ್ವಾ ಎಲ್ಲ ವಿಷಯ ಗಳು ಬರಿಯ ಜೋಕ್ ಮಾಡ್ಕೊಂಡೆ ಏರ್ತಿರಲ್ಲ ಲೂ ಚೇಂಜ್ ಆಗ್ರೋ ಇನ್ನು ಟೈಮ್ ಎಧೆ,ಥುಕ್ ನಾಚಿಕೆ ಅನ್ನೋದೇ ಇಲ್ವಾ ಎಲ್ಲ ವಿಷಯ ಗಳು ಬರಿಯ ಜೋಕ್ ಮಾಡ್ಕೊಂಡೆ ಏರ್ತಿರಲ್ಲ ಲೂ ಚೇಂಜ್ ಆಗ್ರೋ ಇನ್ನು ಟೈಮ್ ಎಧೆ
3291,3291,1,Navalla guru politicians change agbeku kachda galu,Navalla guru politicians change agbeku kachda galu,ನವಲ್ಲ ಗುರು ಪೊಲಿಟಿಷಿಯನ್ಸ್ ಚೇಂಜ್ ಆಗ್ಬೇಕು ಕಚ್ದ ಗಳು,ನವಲ್ಲ ಗುರು ಪೊಲಿಟಿಷಿಯನ್ಸ್ ಚೇಂಜ್ ಆಗ್ಬೇಕು ಕಚ್ದ ಗಳು
3292,3292,2,@Nikhil raj arya Nija kananna,Nikhil raj arya Nija kananna,ನಿಖಿಲ್ ರಾಜ್ ಆರ್ಯ ನಿಜ ಕಾನಣ್ಣ,ನಿಖಿಲ್ ರಾಜ್ ಆರ್ಯ ನಿಜ ಕಾನಣ್ಣ
3293,3293,1,Bharatha no 1 desha namma deshakke yaudu sari sati ella,Bharatha no 1 desha namma deshakke yaudu sari sati ella,ಭಾರತ ನೋ ೧ ದೇಶ ನಮ್ಮ ದೇಶಕ್ಕೆ ಯಾವುದು ಸರಿ ಸಾಟಿ ಎಲ್ಲ,ಭಾರತ ನೋ ೧ ದೇಶ ನಮ್ಮ ದೇಶಕ್ಕೆ ಯಾವುದು ಸರಿ ಸಾಟಿ ಎಲ್ಲ
3294,3294,2,ಸಾವರ್ಥ ರಾಜಕೀಯ ಮತ್ತು ರೌಡಿಸಂ ಮತ್ತು ಕೆಲಸ ಗಾರರು ಮಾಲಿಕ ನನು ರಕ್ಷಣೆ ಮಾಡಲಿಲ್ಲ,ಸಾವರ್ಥ ರಾಜಕೀಯ ಮತ್ತು ರೌಡಿಸಂ ಮತ್ತು ಕೆಲಸ ಗಾರರು ಮಾಲಿಕ ನನು ರಕ್ಷಣೆ ಮಾಡಲಿಲ್ಲ,ಸಾವರ್ಥ ರಾಜಕೀಯ ಮತ್ತು ರೌಡಿಸಂ ಮತ್ತು ಕೆಲಸ ಗಾರರು ಮಾಲಿಕ ನನು ರಕ್ಷಣೆ ಮಾಡಲಿಲ್ಲ,ಸಾವರ್ಥ ರಾಜಕೀಯ ಮತ್ತು ರೌಡಿಸಂ ಮತ್ತು ಕೆಲಸ ಗಾರರು ಮಾಲಿಕ ನನು ರಕ್ಷಣೆ ಮಾಡಲಿಲ್ಲ
3295,3295,0,Video 18 min innu video upload maadi 12 min agide complete video nodade dislike madthirallo,Video 18 min innu video upload maadi 12 min agide complete video nodade dislike madthirallo,ವಿಡಿಯೋ ೧೮ ಮಿನ ಇನ್ನು ವಿಡಿಯೋ ಅಪ್ಲೋಡ್ ಮಾಡಿ ೧೨ ಮಿನ ಆಗಿದೆ ಕಂಪ್ಲೀಟ್ ವಿಡಿಯೋ ನೋಡದೆ ದಿಸ್ಲಿಕ್ ಮಾಡ್ತಿರಲ್ಲೋ,ವಿಡಿಯೋ ೧೮ ಮಿನ ಇನ್ನು ವಿಡಿಯೋ ಅಪ್ಲೋಡ್ ಮಾಡಿ ೧೨ ಮಿನ ಆಗಿದೆ ಕಂಪ್ಲೀಟ್ ವಿಡಿಯೋ ನೋಡದೆ ದಿಸ್ಲಿಕ್ ಮಾಡ್ತಿರಲ್ಲೋ
3296,3296,0,avru hege andre . neenu hene satya helu naavu deslike maadode . naavu erode adke avru huttutane . appa ammananne esta pattirlikkella,avru hege andre neenu hene satya helu naavu deslike maadode naavu erode adke avru huttutane appa ammananne esta pattirlikkella,ಅವ್ರು ಹೇಗೆ ಅಂದ್ರೆ ನೀನು ಹೆಣೆ ಸತ್ಯ ಹೇಳು ನಾವು ವೆಸ್ಲಿಕ್ ಮಾಡೋದೇ ನಾವು ಈರೋಡ್ ಅದ್ಕೆ ಅವ್ರು ಹುಟ್ಟುತಾನೆ ಅಪ್ಪ ಅಮ್ಮನನ್ನೇ ಎಸ್ಟೇ ಪಟ್ಟಿರ್ಲಿಕ್ಕೆಲ್ಲ,ಅವ್ರು ಹೇಗೆ ಅಂದ್ರೆ ನೀನು ಹೆಣೆ ಸತ್ಯ ಹೇಳು ನಾವು ವೆಸ್ಲಿಕ್ ಮಾಡೋದೇ ನಾವು ಈರೋಡ್ ಅದ್ಕೆ ಅವ್ರು ಹುಟ್ಟುತಾನೆ ಅಪ್ಪ ಅಮ್ಮನನ್ನೇ ಎಸ್ಟೇ ಪಟ್ಟಿರ್ಲಿಕ್ಕೆಲ್ಲ
3297,3297,2,Bidu guru vorkolru edri moduke hogudu nLike China nodi navu bega fast hagbekantilva hage,Bidu guru vorkolru edri moduke hogudu nLike China nodi navu bega fast hagbekantilva hage,ಬಿಡು ಗುರು ವೊರ್ಕೊಳ್ರು ಏಡ್ರಿ ಮೋಡುಕೆ ಹೋಗುದು ನಲಿಕೆ ಚೀನಾ ನೋಡಿ ನಾವು ಬೇಗ ಫಾಸ್ಟ್ ಹಾಗಬೇಕಂತಿಲ್ವಾ ಹಾಗೆ,ಬಿಡು ಗುರು ವೊರ್ಕೊಳ್ರು ಏಡ್ರಿ ಮೋಡುಕೆ ಹೋಗುದು ನಲಿಕೆ ಚೀನಾ ನೋಡಿ ನಾವು ಬೇಗ ಫಾಸ್ಟ್ ಹಾಗಬೇಕಂತಿಲ್ವಾ ಹಾಗೆ
3298,3298,0,ಚಿನಾ ಎನನಾ ಉತ್ಪಾದನೆ  ಮಾಡಲಿ ನಿನು ನಿನದೇಶ ಉತ್ಪಾದನೆ ಮಾಡಿದ ವಸ್ತುಗಳು ಉಪಯೊಗಿಸು  ನಮ್ಮ ಗಿಂತ ದೊಡ್ಡದೆನು ಅಲ್ಲ  ಭಾರತೀಯರನ್ನು  ನಿನ್ನ ಅತಿ ಬುದಿವಂತಿಕೆಯಿಂದ ಕಿಂಚಪರಿಚಬೆಡ,ಚಿನಾ ಎನನಾ ಉತ್ಪಾದನೆ ಮಾಡಲಿ ನಿನು ನಿನದೇಶ ಉತ್ಪಾದನೆ ಮಾಡಿದ ವಸ್ತುಗಳು ಉಪಯೊಗಿಸು ನಮ್ಮ ಗಿಂತ ದೊಡ್ಡದೆನು ಅಲ್ಲ ಭಾರತೀಯರನ್ನು ನಿನ್ನ ಅತಿ ಬುದಿವಂತಿಕೆಯಿಂದ ಕಿಂಚಪರಿಚಬೆಡ,ಚಿನಾ ಎನನಾ ಉತ್ಪಾದನೆ ಮಾಡಲಿ ನಿನು ನಿನದೇಶ ಉತ್ಪಾದನೆ ಮಾಡಿದ ವಸ್ತುಗಳು ಉಪಯೊಗಿಸು ನಮ್ಮ ಗಿಂತ ದೊಡ್ಡದೆನು ಅಲ್ಲ ಭಾರತೀಯರನ್ನು ನಿನ್ನ ಅತಿ ಬುದಿವಂತಿಕೆಯಿಂದ ಕಿಂಚಪರಿಚಬೆಡ,ಚಿನಾ ಎನನಾ ಉತ್ಪಾದನೆ ಮಾಡಲಿ ನಿನು ನಿನದೇಶ ಉತ್ಪಾದನೆ ಮಾಡಿದ ವಸ್ತುಗಳು ಉಪಯೊಗಿಸು ನಮ್ಮ ಗಿಂತ ದೊಡ್ಡದೆನು ಅಲ್ಲ ಭಾರತೀಯರನ್ನು ನಿನ್ನ ಅತಿ ಬುದಿವಂತಿಕೆಯಿಂದ ಕಿಂಚಪರಿಚಬೆಡ
3299,3299,2,Nice explain sir,Nice explain sir,ಚೆನ್ನಾಗಿ ವಿವರಿಸಿದ್ದೀರಿ ಸರ್,ಚೆನ್ನಾಗಿ ವಿವರಿಸಿದ್ದೀರಿ ಸರ್
3300,3300,0,ನಮ್ಮ ದೇಶದಲ್ಲಿ ರಾಜಕೀಯ ಮಾಡಿ ಸಾಯಿತಾರೆ ಸೊ ರಾಜಕೀಯ ಇಲ್ಲ ಅಂದ್ರೆ ದೇಶ ಬೇಗ ಉದ್ದಾರ ಆಗುತ್ತೆ ಇಲ್ಲ ಅಂದ್ರೆ ಅಷ್ಟೇ....,ನಮ್ಮ ದೇಶದಲ್ಲಿ ರಾಜಕೀಯ ಮಾಡಿ ಸಾಯಿತಾರೆ ಸೊ ರಾಜಕೀಯ ಇಲ್ಲ ಅಂದ್ರೆ ದೇಶ ಬೇಗ ಉದ್ದಾರ ಆಗುತ್ತೆ ಇಲ್ಲ ಅಂದ್ರೆ ಅಷ್ಟೇ,ನಮ್ಮ ದೇಶದಲ್ಲಿ ರಾಜಕೀಯ ಮಾಡಿ ಸಾಯಿತಾರೆ ಸೊ ರಾಜಕೀಯ ಇಲ್ಲ ಅಂದ್ರೆ ದೇಶ ಬೇಗ ಉದ್ದಾರ ಆಗುತ್ತೆ ಇಲ್ಲ ಅಂದ್ರೆ ಅಷ್ಟೇ,ನಮ್ಮ ದೇಶದಲ್ಲಿ ರಾಜಕೀಯ ಮಾಡಿ ಸಾಯಿತಾರೆ ಸೊ ರಾಜಕೀಯ ಇಲ್ಲ ಅಂದ್ರೆ ದೇಶ ಬೇಗ ಉದ್ದಾರ ಆಗುತ್ತೆ ಇಲ್ಲ ಅಂದ್ರೆ ಅಷ್ಟೇ
3301,3301,1,ಅಲ್ಲಾಉದ್ದೀನ್ ಯಾರು ಸರ್,ಅಲ್ಲಾಉದ್ದೀನ್ ಯಾರು ಸರ್,ಅಲ್ಲಾಉದ್ದೀನ್ ಯಾರು ಸರ್,ಅಲ್ಲಾಉದ್ದೀನ್ ಯಾರು ಸರ್
3302,3302,2,@Sujith Manipal alla uddin khalji dehali sulthana ...... ava ennu iddana,Sujith Manipal alla uddin khalji dehali sulthana ava ennu iddana,ಸುಜಿತ್ ಮಣಿಪಾಲ ಅಲ್ಲ ಉದ್ದಿನ್ ಖಲ್ಜಿ ದೆಹಲಿ ಸುಲ್ತಾನ ಆವಾ ಇನ್ನು ಇದ್ದಾನ,ಸುಜಿತ್ ಮಣಿಪಾಲ ಅಲ್ಲ ಉದ್ದಿನ್ ಖಲ್ಜಿ ದೆಹಲಿ ಸುಲ್ತಾನ ಆವಾ ಇನ್ನು ಇದ್ದಾನ
3303,3303,2,Ee video dalli adtiro game yavdu,Ee video dalli adtiro game yavdu,ಈ ವಿಡಿಯೋ ದಲ್ಲಿ ಆಡ್ತಿರೋ ಗೇಮ್ ಯಾವ್ದು,ಈ ವಿಡಿಯೋ ದಲ್ಲಿ ಆಡ್ತಿರೋ ಗೇಮ್ ಯಾವ್ದು
3304,3304,2,E game yavadu bro,E game yavadu bro,ಈ ಗೇಮ್ ಯಾವದು ಬ್ರೋ,ಈ ಗೇಮ್ ಯಾವದು ಬ್ರೋ
3305,3305,2,Nev helerodu tappe illa sir,Nev helerodu tappe illa sir,ನೀವ್ ಹೇಳೋದು ತಪ್ಪೇ ಇಲ್ಲಾ ಸರ್,ನೀವ್ ಹೇಳೋದು ತಪ್ಪೇ ಇಲ್ಲಾ ಸರ್
3306,3306,2,2020 ಇಪತ್ತರಲ್ಲಿ ಅತ್ಯುತ್ತಮ ನಿರ್ಧಾರ ಸರಿಯಾಗಿಯೇ ಇದೆ,2020 ಇಪತ್ತರಲ್ಲಿ ಅತ್ಯುತ್ತಮ ನಿರ್ಧಾರ ಸರಿಯಾಗಿಯೇ ಇದೆ,2020 ಇಪತ್ತರಲ್ಲಿ ಅತ್ಯುತ್ತಮ ನಿರ್ಧಾರ ಸರಿಯಾಗಿಯೇ ಇದೆ,2020 ಇಪತ್ತರಲ್ಲಿ ಅತ್ಯುತ್ತಮ ನಿರ್ಧಾರ ಸರಿಯಾಗಿಯೇ ಇದೆ
3307,3307,3,Give me ur mail address,Give me ur mail address,ನನಗೆ ನಿಮ್ಮ ಮೇಲ್ ವಿಳಾಸವನ್ನು ನೀಡಿ,ನನಗೆ ನಿಮ್ಮ ಮೇಲ್ ವಿಳಾಸವನ್ನು ನೀಡಿ
